ticker,date,quarter_number,year,revenue,assets,rnd_expense,capex,intangible_assets_change,operating_cash_flow,net_income,total_debt,property_plant_equipment_net,intangible_assets,goodwill_change_4q,intangible_change_4q,income_before_tax,income_tax_expense,effective_tax_rate,market_cap,cap_intensity,rnd_to_btd,ocf_margin,earnings_quality,leverage,current_inventory_ratio,ppe_total_assets,acquisitions_intensity,goodwill_change_intensity,intangible_assets_change_intensity,total_dna,deferred_revenue_to_assets,profitability,sector,sub_sector,sector_baseline,revenue_growth,ocf_margin_next,ocf_ttm,revenue_volatility,log_market_cap,log_total_assets,cap_aggressive
A,2022-04-30,2,2022,6527000000,10494500000.0,461000000,-256000000.0,-134000000,1313000000,1263000000,0.0,0.0,960000000.0,-20000000.0,-134000000,1427000000,164000000,0.21,34138931700,-0.5553145336225597,0.7135696911623793,0.20116439405546194,1.0395882818685669,0.5090047167563962,0.23810833104206763,0.01000524084044023,0.053742436514364667,0.020833333333333332,-0.012768593072561818,0.031635618657391965,0.044975939777978945,0.3356996521987708,Healthcare,Medical - Diagnostics & Research,Healthcare,0.0,0.19597537167742904,1313000000.0,0.0,24.253704262083215,23.074117147349945,False
A,2022-07-31,3,2022,6659000000,10492750000.0,464000000,-283000000.0,-132000000,1305000000,1328000000,0.0,0.0,914250000.0,-27000000.0,-132000000,1497000000,169000000,0.21,34138931700,-0.6099137931034483,0.6702896058333907,0.19597537167742904,0.9826807228915663,0.5054680612804079,0.25030809256469944,0.01038812513402111,0.05470443877915704,0.029532403609515995,-0.012580114841199875,0.03125967930237545,0.046293869576612426,0.34404708012675417,Healthcare,Medical - Diagnostics & Research,Healthcare,0.020223686226443993,0.19158878504672897,2618000000.0,93338095.11662427,24.253704262083215,23.07395037943094,False
A,2022-10-31,4,2022,6848000000,10449500000.0,467000000,-291000000.0,-108000000,1312000000,1254000000,0.0,0.0,874250000.0,-12000000.0,-108000000,1504000000,250000000,0.21,34138931700,-0.6231263383297645,1.4895200486026736,0.19158878504672897,1.0462519936204147,0.5054308818603761,0.26492972231744943,0.012057993205416527,0.0058375998851619695,0.01372605090077209,-0.01033542274749988,0.03033637973108761,0.04696396956792191,0.3561892913536533,Healthcare,Medical - Diagnostics & Research,Healthcare,0.028382640036041407,0.19523809523809524,3930000000.0,161341253.2491303,24.253704262083215,23.06981996732258,False
A,2023-01-31,1,2023,6930000000,10597500000.0,473000000,-292000000.0,-88000000,1353000000,1323000000,0.0,0.0,844500000.0,27000000.0,-88000000,1595000000,272000000,0.21,34138931700,-0.6173361522198731,1.5779189833200955,0.19523809523809524,1.0226757369614512,0.5016041519226233,0.2696688392915926,0.01292757725878745,0.008303845246520405,0.03197158081705151,-0.008303845246520405,0.02849728709601321,0.046968624675631045,0.35668789808917195,Healthcare,Medical - Diagnostics & Research,Healthcare,0.01197429906542058,0.20852272727272728,5283000000.0,182290976.1891685,24.253704262083215,23.083883961191066,False
A,2023-04-30,2,2023,7040000000,10681750000.0,484000000,-285000000.0,-28000000,1468000000,1351000000,0.0,0.0,825250000.0,32000000.0,-28000000,1639000000,288000000,0.21,34138931700,-0.5888429752066116,1.8088627869727711,0.20852272727272728,1.08660251665433,0.4901116390104618,0.2750564698289771,0.012170290448662439,0.0088000561705713,0.03877612844592548,-0.0026212933274042177,0.02724272708123669,0.04678540501322349,0.35977250918622883,Healthcare,Medical - Diagnostics & Research,Healthcare,0.015873015873015817,0.2436374034887046,5438000000.0,160730364.2750804,24.253704262083215,23.09180251473316,False
A,2023-07-31,3,2023,6994000000,10729500000.0,486000000,-284000000.0,-319000000,1704000000,1133000000,0.0,0.0,738500000.0,32000000.0,-319000000,1374000000,241000000,0.21,34138931700,-0.5843621399176955,2.1468237273874635,0.2436374034887046,1.5039717563989408,0.4814996038958013,0.2730659930533628,0.010345309660282399,0.007922083974090126,0.043331076506431955,-0.02973111514982059,0.026282678596393123,0.04690339717601007,0.3319819190083415,Healthcare,Medical - Diagnostics & Research,Healthcare,-0.006534090909090962,0.2593297234011415,5837000000.0,83274646.00144954,24.253704262083215,23.096262794180824,False
A,2023-10-31,4,2023,6833000000,10787250000.0,481000000,-298000000.0,-335000000,1772000000,1240000000,0.0,0.0,652000000.0,-23000000.0,-335000000,1339000000,99000000,0.21,34138931700,-0.6195426195426196,0.5544212086283551,0.2593297234011415,1.429032258064516,0.4717606433521055,0.26577602659607213,0.011402349996523673,9.27020324920624e-05,0.0352760736196319,-0.0310551808848409,0.025122250805348908,0.047672020209043084,0.32121254258499615,Healthcare,Medical - Diagnostics & Research,Healthcare,-0.023019731198169913,0.29116555308092057,6297000000.0,89671158.49963541,24.253704262083215,23.101630718116382,False
A,2024-01-31,1,2024,6735000000,10794500000.0,478000000,-312000000.0,-378000000,1961000000,1236000000,0.0,0.0,560250000.0,-13000000.0,-378000000,1332000000,96000000,0.21,34138931700,-0.6527196652719666,0.546374918354017,0.29116555308092057,1.5865695792880259,0.4587058224095604,0.2568623886566079,0.012043170132938071,0.0026865533373477235,0.02320392681838465,-0.035017833155773774,0.02464217888739636,0.04766316179535875,0.3154384177127241,Healthcare,Medical - Diagnostics & Research,Healthcare,-0.014342163032343036,0.2876649977241693,6905000000.0,141596845.53925186,24.253704262083215,23.102302582100787,False
A,2024-04-30,2,2024,6591000000,10810500000.0,465000000,-358000000.0,-85000000,1896000000,1242000000,0.0,0.0,459250000.0,-21000000.0,-85000000,1329000000,87000000,0.21,34138931700,-0.7698924731182796,0.508355458378885,0.2876649977241693,1.5265700483091786,0.44949354793950325,0.24682222354836786,0.014800425512233477,0.004625132972572961,0.0457267283614589,-0.007862726053374035,0.02386568613847648,0.04791637759585588,0.30868137458951944,Healthcare,Medical - Diagnostics & Research,Healthcare,-0.021380846325167013,0.2748961058950285,7333000000.0,169389836.37357572,24.253704262083215,23.10378372099688,False
A,2024-07-31,3,2024,6497000000,10890750000.0,474000000,-369000000.0,-83000000,1786000000,1413000000,0.0,0.0,431750000.0,5000000.0,-83000000,1540000000,127000000,0.21,34138931700,-0.7784810126582279,0.5068228105906314,0.2748961058950285,1.2639773531493277,0.4456304662213346,0.23800270859094388,0.016160503179303537,0.004315588917200377,0.011580775911986103,-0.007621146385694282,0.022955260197874344,0.04783876225237013,0.3244955581571517,Healthcare,Medical - Diagnostics & Research,Healthcare,-0.014261872250037944,0.26897081413210444,7415000000.0,149242531.918128,24.253704262083215,23.11117964204323,False
A,2024-10-31,4,2024,6510000000,11161500000.0,471000000,-378000000.0,104000000,1751000000,1289000000,0.0,0.0,449750000.0,510000000.0,104000000,1521000000,232000000,0.21,34138931700,-0.802547770700637,1.131563894291271,0.26897081413210444,1.3584173778122575,0.4578909644761009,0.23770589639532108,0.057429556959190074,0.07722976302468307,1.1339633129516398,0.009317744030820231,0.023025578999238454,0.04755185234959459,0.3167137033552838,Healthcare,Medical - Diagnostics & Research,Healthcare,0.002000923503155283,0.25975815092606763,7394000000.0,109381214.10918856,24.253704262083215,23.1357361934697,False
A,2025-01-31,1,2025,6533000000,11403000000.0,464000000,-385000000.0,97000000,1697000000,1259000000,0.0,0.0,467500000.0,466000000.0,97000000,1485000000,226000000,0.21,34138931700,-0.8297413793103449,1.1350029120559115,0.25975815092606763,1.3478951548848292,0.47290186792949224,0.23885022692889563,0.03902481803034289,0.07524335701131281,0.9967914438502674,0.008506533368411822,0.023414890818205737,0.0485179338770499,0.30921687275278437,Healthcare,Medical - Diagnostics & Research,Healthcare,0.0035330261136712338,0.0,7130000000.0,41588259.561245166,24.253704262083215,23.157142315621634,False
AAPL,2022-03-26,2,2022,386017000000,353173750000.0,24182000000,-10633000000.0,0,116426000000,101935000000,0.0,0.0,0.0,0.0,0,118997000000,17062000000,0.21,3194468904000,-0.4397072202464643,0.6405932862979777,0.3016084783830764,1.1421592191102172,0.8112111956225512,0.04436094991672958,0.0019508811172970811,6.795522034126262e-05,0.0,0.0,0.03186816687253795,0.02200687338739077,0.4735091438704037,Technology,Consumer Electronics,Technology,0.0,0.3050611288582915,116426000000.0,0.0,28.792441962710722,26.59022598241601,False
AAPL,2022-06-25,3,2022,387542000000,354791000000.0,25262000000,-10642000000.0,0,118224000000,99633000000,0.0,0.0,0.0,0.0,0,117694000000,18061000000,0.21,3194468904000,-0.42126514131897713,0.7971791535056215,0.3050611288582915,1.1865948029267412,0.8164214988542551,0.04503512311413373,0.0025226119039096257,6.200833730280645e-05,0.0,0.0,0.031646800510723216,0.021939677162047515,0.47312643218119965,Technology,Consumer Electronics,Technology,0.0039506032117755385,0.30977003915522106,234650000000.0,1078337841.309485,28.792441962710722,26.594794720656495,False
